Ticker,Name,Sector,Score,Tier,Session,PM Change %,PM Volume,PM Price,Prev Close,Gap %,L1 Catalyst,L2 Volume,L3 Price,L4 RS,L5 Options,Data Sources
CRM,"Salesforce, Inc.",Technology,3,WATCH,after-hours,-3.09,12960629,185.66,188.75,-1.64,"EPS surprise -100.0%; Strong analyst consensus: 15 analysts, EPS $4.66 tight range (±3%); Revenue estimate +7.2% vs prior period ($14.7B avg, 12 analysts); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 8.2% of ADV (need ≥20%),Gap -1.6% vs prior close; Testing/reclaiming 50-day MA (181.30),Stock +0.0% — insufficient RS edge,IV rank 86th percentile; ATM IV 50% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
PPG,"PPG Industries, Inc.",Basic Materials,3,WATCH,after-hours,1.84,1441951,113.8,111.96,1.64,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 8.1% of ADV (need ≥20%),Gap +1.6% vs prior close; Testing/reclaiming 50-day MA (108.44); Pre-mkt price above prior VWAP proxy (113.20),Stock +0.0% — insufficient RS edge,IV rank 59th percentile; Call/Put vol ratio 3.9×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
ADSK,"Autodesk, Inc.",Technology,3,WATCH,after-hours,-3.68,2683859,229.96,233.64,-1.58,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 11.1% of ADV (need ≥20%),Gap -1.6% vs prior close,Stock +0.0% — insufficient RS edge,IV rank 79th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
WEC,"WEC Energy Group, Inc.",Utilities,3,WATCH,after-hours,1.72,2814369,112.95,111.23,1.55,"EPS surprise -100.0%; Revenue estimate +25.3% vs prior period ($3.5B avg, 2 analysts); High analyst uncertainty: EPS range $1.63–$2.32 (32% spread); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 12.8% of ADV (need ≥20%),Gap +1.5% vs prior close; Above prior day high (111.53); Testing/reclaiming 200-day MA (111.75); Pre-mkt price above prior VWAP proxy (112.83),Stock +0.0% — insufficient RS edge,IV rank 96th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
LOW,"Lowe's Companies, Inc.",Consumer Cyclical,3,WATCH,after-hours,3.21,2423710,210.74,207.53,1.55,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 7.7% of ADV (need ≥20%),Gap +1.5% vs prior close; Pre-mkt price above prior VWAP proxy (210.02),Stock +0.0% — insufficient RS edge,IV rank 62th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
UPS,"United Parcel Service, Inc.",Industrials,3,WATCH,after-hours,-1.68,3094185,108.54,110.22,-1.52,"EPS surprise -100.0%; Revenue estimate +15.8% vs prior period ($27.9B avg, 11 analysts); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 5.5% of ADV (need ≥20%),Gap -1.5% vs prior close,Stock +0.0% — insufficient RS edge,IV rank 98th percentile; Call/Put vol ratio 4.8×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
ELV,Elevance Health Inc.,Healthcare,3,WATCH,after-hours,6.09,1420507,415.53,409.44,1.49,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 8.1% of ADV (need ≥20%),Above prior day high (411.80); Pre-mkt price above prior VWAP proxy (413.69),Stock +0.0% — insufficient RS edge,Call/Put vol ratio 9.2×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,3,WATCH,after-hours,4.95,1011989,343.1,338.15,1.46,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 6.5% of ADV (need ≥20%),Above prior day high (339.78); Pre-mkt price above prior VWAP proxy (342.98),Stock +0.0% — insufficient RS edge,IV rank 79th percentile; Call/Put vol ratio 11.1×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
FRT,Federal Realty Investment Trust,Real Estate,3,WATCH,after-hours,1.75,1167309,122.56,120.81,1.45,"EPS surprise -100.0%; Analyst upgrade today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 12.8% of ADV (need ≥20%),Above prior day high (121.38); Pre-mkt price above prior VWAP proxy (122.22),Stock +0.0% — insufficient RS edge,IV rank 58th percentile; Call/Put vol ratio 26.9×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
GD,General Dynamics Corporation,Industrials,3,WATCH,after-hours,4.94,671993,346.44,341.5,1.45,"EPS surprise -100.0%; Revenue estimate +11.1% vs prior period ($16.8B avg, 6 analysts); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 6.4% of ADV (need ≥20%),Above prior day high (343.90); Testing/reclaiming 50-day MA (340.14); Testing/reclaiming 200-day MA (342.47); Pre-mkt price above prior VWAP proxy (345.50),Stock +0.0% — insufficient RS edge,IV rank 91th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
CBOE,"Cboe Global Markets, Inc.",Financial Services,3,WATCH,after-hours,-4.12,1512110,281.91,286.03,-1.44,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 10.6% of ADV (need ≥20%),Testing/reclaiming 200-day MA (272.76),Stock +0.0% — insufficient RS edge,IV rank 100th percentile; Call/Put vol ratio 3.2×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
DE,Deere & Company,Industrials,3,WATCH,after-hours,-8.31,1751495,583.44,591.75,-1.4,"EPS surprise -100.0%; Strong analyst consensus: 11 analysts, EPS $7.03 tight range (±8%); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 11.3% of ADV (need ≥20%),Testing/reclaiming 50-day MA (573.73),Stock +0.0% — insufficient RS edge,IV rank 76th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
ATO,Atmos Energy Corporation,Utilities,3,WATCH,after-hours,2.28,1137175,170.24,167.96,1.36,"EPS surprise -100.0%; High analyst uncertainty: EPS range $1.42–$1.90 (28% spread); Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 6.3% of ADV (need ≥20%),Above prior day high (170.13); Pre-mkt price above prior VWAP proxy (170.21),Stock +0.0% — insufficient RS edge,IV rank 73th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
NDSN,Nordson Corporation,Industrials,3,WATCH,after-hours,-3.75,295249,282.73,286.48,-1.31,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 7.0% of ADV (need ≥20%),Testing/reclaiming 50-day MA (278.95),Stock +0.0% — insufficient RS edge,IV rank 70th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
TJX,"The TJX Companies, Inc.",Consumer Cyclical,3,WATCH,after-hours,2.08,4831031,160.71,158.63,1.31,"EPS surprise -100.0%; Revenue estimate +17.3% vs prior period ($19.6B avg, 7 analysts); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 7.3% of ADV (need ≥20%),Testing/reclaiming 50-day MA (156.67); Pre-mkt price above prior VWAP proxy (160.38),Stock +0.0% — insufficient RS edge,IV rank 97th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
TYL,"Tyler Technologies, Inc.",Technology,3,WATCH,after-hours,3.92,655734,312.07,308.15,1.27,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 7.6% of ADV (need ≥20%),Pre-mkt price above prior VWAP proxy (311.08),Stock +0.0% — insufficient RS edge,ATM IV 53% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
TT,Trane Technologies plc,Industrials,3,WATCH,after-hours,-5.87,1202230,456.84,462.71,-1.27,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 8.7% of ADV (need ≥20%),Pre-mkt price above prior VWAP proxy (456.53),Stock +0.0% — insufficient RS edge,IV rank 51th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
TRGP,Targa Resources Corp.,Energy,3,WATCH,after-hours,-3.28,771578,264.09,267.37,-1.23,"EPS surprise -100.0%; High analyst uncertainty: EPS range $3.70–$5.29 (36% spread); Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 6.5% of ADV (need ≥20%),Testing/reclaiming 50-day MA (253.25),Stock +0.0% — insufficient RS edge,IV rank 70th percentile; Call/Put vol ratio 6.8×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
VLO,Valero Energy Corporation,Energy,3,WATCH,after-hours,-3.03,2054818,255.82,258.85,-1.17,"EPS surprise -100.0%; High analyst uncertainty: EPS range $2.15–$3.99 (58% spread); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 7.2% of ADV (need ≥20%),Testing/reclaiming 50-day MA (244.85),Stock +0.0% — insufficient RS edge,IV rank 68th percentile; Call/Put vol ratio 4.9×; ATM IV 51% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
PH,Parker-Hannifin Corporation,Industrials,3,WATCH,after-hours,10.11,864299,882.34,872.23,1.16,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 10.4% of ADV (need ≥20%),Above prior day high (873.66); Testing/reclaiming 200-day MA (869.06),Stock +0.0% — insufficient RS edge,Call/Put vol ratio 4.9×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
ROST,"Ross Stores, Inc.",Consumer Cyclical,3,WATCH,after-hours,-2.69,4042048,230.37,233.06,-1.15,"EPS surprise -100.0%; Revenue estimate +18.9% vs prior period ($7.9B avg, 5 analysts); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 10.8% of ADV (need ≥20%),Testing/reclaiming 50-day MA (223.03),Stock +0.0% — insufficient RS edge,IV rank 100th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
AZO,"AutoZone, Inc.",Consumer Cyclical,3,WATCH,after-hours,34.49,373008,3116.43,3081.94,1.12,"EPS surprise -100.0%; Revenue estimate +38.3% vs prior period ($7.6B avg, 3 analysts); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 10.4% of ADV (need ≥20%),Pre-mkt price above prior VWAP proxy (3116.03),Stock +0.0% — insufficient RS edge,IV rank 100th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,3,WATCH,after-hours,6.72,975513,635.45,628.73,1.07,"EPS surprise -100.0%; Revenue estimate +11.6% vs prior period ($5.0B avg, 6 analysts); High analyst uncertainty: EPS range $15.14–$19.50 (25% spread); Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 8.1% of ADV (need ≥20%),Above prior day high (633.89),Stock +0.0% — insufficient RS edge,IV rank 73th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
BDX,"Becton, Dickinson and Company",Healthcare,3,WATCH,after-hours,1.6,1611864,151.16,149.56,1.07,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 5.3% of ADV (need ≥20%),Testing/reclaiming 50-day MA (150.61),Stock +0.0% — insufficient RS edge,IV rank 86th percentile; Call/Put vol ratio 6.3×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
V,Visa Inc.,Financial Services,3,WATCH,after-hours,3.39,4847717,323.57,320.18,1.06,"EPS surprise -100.0%; Strong analyst consensus: 12 analysts, EPS $4.94 tight range (±5%); Revenue estimate +5.7% vs prior period ($16.2B avg, 16 analysts); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 5.9% of ADV (need ≥20%),Testing/reclaiming 50-day MA (316.90); Pre-mkt price above prior VWAP proxy (323.51),Stock +0.0% — insufficient RS edge,IV rank 96th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
HWM,Howmet Aerospace Inc.,Industrials,3,WATCH,after-hours,2.57,1507427,251.9,249.33,1.03,"EPS surprise -100.0%; Analyst maintain today; 1 article(s) — ""Howmet (HWM) Advances While Market Declines: Some Informatio"" (Zacks Investment Research)",Pre-mkt vol 6.1% of ADV (need ≥20%),Above prior day high (251.06); Testing/reclaiming 50-day MA (250.63),Stock +0.0% — insufficient RS edge,IV rank 61th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
ABBV,AbbVie Inc.,Healthcare,3,WATCH,after-hours,2.29,4818022,227.23,224.94,1.02,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 8.7% of ADV (need ≥20%),Above prior day high (224.99); Testing/reclaiming 200-day MA (219.95),Stock +0.0% — insufficient RS edge,IV rank 59th percentile; Call/Put vol ratio 4.6×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
RSG,"Republic Services, Inc.",Industrials,3,WATCH,after-hours,2.13,1044774,210.04,207.91,1.02,"EPS surprise -100.0%; Strong analyst consensus: 14 analysts, EPS $2.63 tight range (±4%); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 5.4% of ADV (need ≥20%),Above prior day high (208.29); Testing/reclaiming 50-day MA (209.49),Stock +0.0% — insufficient RS edge,IV rank 77th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
GOOGL,Alphabet Inc.,Communication Services,3,WATCH,after-hours,-3.66,36603927,368.53,372.19,-0.98,"EPS surprise -100.0%; Revenue estimate +8.2% vs prior period ($183.4B avg, 18 analysts); Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 11.7% of ADV (need ≥20%),Testing/reclaiming 50-day MA (354.50); Pre-mkt price above prior VWAP proxy (368.24),Stock +0.0% — insufficient RS edge,IV rank 90th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
PSA,Public Storage,Real Estate,3,WATCH,after-hours,3.02,636084,309.68,306.66,0.98,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 7.4% of ADV (need ≥20%),Above prior day high (308.16); Testing/reclaiming 50-day MA (298.22); Pre-mkt price above prior VWAP proxy (308.59),Stock +0.0% — insufficient RS edge,IV rank 79th percentile; Call/Put vol ratio 4.2×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
VRSK,"Verisk Analytics, Inc.",Technology,3,WATCH,after-hours,1.73,1825836,181.73,180.0,0.96,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 9.6% of ADV (need ≥20%),Testing/reclaiming 50-day MA (176.07),Stock +0.0% — insufficient RS edge,IV rank 77th percentile; ATM IV 52% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
GOOG,Alphabet Inc.,Communication Services,3,WATCH,after-hours,-3.51,23269836,365.76,369.27,-0.95,"EPS surprise -100.0%; Revenue estimate +8.2% vs prior period ($183.4B avg, 18 analysts); Analyst maintain today; 2 article(s) — ""SpaceX Has $30 Billion Deal to Provide Google With A.I. Comp"" (NYTimes)",Pre-mkt vol 10.5% of ADV (need ≥20%),Testing/reclaiming 50-day MA (351.84); Pre-mkt price above prior VWAP proxy (365.53),Stock +0.0% — insufficient RS edge,IV rank 93th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
FDX,FedEx Corporation,Industrials,3,WATCH,after-hours,3.0,1744659,331.0,328.0,0.91,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 9.0% of ADV (need ≥20%),Pre-mkt price above prior VWAP proxy (330.17),Stock +0.0% — insufficient RS edge,IV rank 86th percentile; ATM IV 457% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
RMD,ResMed Inc.,Healthcare,3,WATCH,after-hours,1.72,1260710,196.04,194.32,0.89,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 8.1% of ADV (need ≥20%),Above prior day high (194.46),Stock +0.0% — insufficient RS edge,IV rank 97th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
RTX,RTX Corporation,Industrials,3,WATCH,after-hours,1.58,6268015,180.99,179.41,0.88,"EPS surprise -100.0%; Revenue estimate +5.7% vs prior period ($29.4B avg, 4 analysts); Analyst upgrade today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 10.9% of ADV (need ≥20%),Above prior day high (180.42); Testing/reclaiming 200-day MA (181.28); Pre-mkt price above prior VWAP proxy (180.51),Stock +0.0% — insufficient RS edge,IV rank 70th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
PKG,Packaging Corporation of America,Consumer Cyclical,3,WATCH,after-hours,-1.87,265699,222.82,224.69,-0.83,"EPS surprise -100.0%; Analyst upgrade today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 4.2% of ADV (need ≥20%),Testing/reclaiming 50-day MA (214.81); Testing/reclaiming 200-day MA (213.54),Stock +0.0% — insufficient RS edge,IV rank 72th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
WAB,Westinghouse Air Brake Technologies Corporation,Industrials,3,WATCH,after-hours,-2.12,586822,260.4,262.52,-0.81,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 6.3% of ADV (need ≥20%),Testing/reclaiming 50-day MA (261.23),Stock +0.0% — insufficient RS edge,IV rank 50th percentile,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
EQIX,"Equinix, Inc.",Real Estate,3,WATCH,after-hours,-8.2,524824,1080.95,1089.15,-0.75,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 9.5% of ADV (need ≥20%),Testing/reclaiming 50-day MA (1060.11),Stock +0.0% — insufficient RS edge,Call/Put vol ratio 4.9×,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
APP,AppLovin Corporation,Technology,3,WATCH,after-hours,-1.67,5535233,557.2,558.87,-0.3,"EPS surprise -100.0%; Revenue estimate +14.1% vs prior period ($4.1B avg, 6 analysts); Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 11.1% of ADV (need ≥20%),Testing/reclaiming 200-day MA (540.05),Stock +0.0% — insufficient RS edge,ATM IV 74% (elevated),L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
TSLA,"Tesla, Inc.",Consumer Cyclical,2,SKIP,after-hours,-27.45,60830180,391.0,418.45,-6.56,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 12.2% of ADV (need ≥20%),Gap -6.6% vs prior close,Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
FDXF,"FedEx Freight Holding Company, Inc.",Industrials,2,SKIP,after-hours,10.13,2680615,167.84,157.71,6.42,"5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 9.6% of ADV (need ≥20%),Gap +6.4% vs prior close; Above prior day high (166.27); Pre-mkt price above prior VWAP proxy (166.77),Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
SLB,SLB N.V.,Energy,2,SKIP,after-hours,-3.14,10035329,54.87,58.01,-5.41,"EPS surprise -100.0%; Revenue estimate +6.4% vs prior period ($12.6B avg, 13 analysts); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 7.9% of ADV (need ≥20%),Gap -5.4% vs prior close; Testing/reclaiming 50-day MA (54.33),Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
HAL,Halliburton Company,Energy,2,SKIP,after-hours,-2.04,5623271,39.18,41.22,-4.95,"EPS surprise -100.0%; Strong analyst consensus: 12 analysts, EPS $0.00 tight range (±0%); Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 5.3% of ADV (need ≥20%),Gap -4.9% vs prior close,Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
EG,"Everest Re Group, Ltd.",Financial Services,2,SKIP,after-hours,14.91,607109,334.41,319.5,4.67,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 15.3% of ADV (need ≥20%),Gap +4.7% vs prior close; Above prior day high (327.07); Testing/reclaiming 200-day MA (334.46); Pre-mkt price above prior VWAP proxy (330.11),Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
FISV,"Fiserv, Inc.",Technology,2,SKIP,after-hours,-1.8,1637810,54.43,56.23,-3.2,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 2.3% of ADV (need ≥20%),Gap -3.2% vs prior close,Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
GL,Globe Life Inc.,Financial Services,2,SKIP,after-hours,4.87,299358,159.18,154.31,3.16,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 5.2% of ADV (need ≥20%),Gap +3.2% vs prior close; Above prior day high (154.90); Pre-mkt price above prior VWAP proxy (157.85),Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
